"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_injury_q1","pct_injury_q2","pct_injury_q3","pct_injury_q4","pct_injury_q5","pct_injury_q6","pct_injury_q7","pct_injury_q8","pct_injury_q9","pct_injury_q10","pct_injury_q11","INT","distance","weights","subclass"
"3716",360610209012,1,813,843,2079,1.2987012987013,4.85810485810486,6.78210678210678,21.5007215007215,18.037518037518,26.5031265031265,66.6666666666667,7.11880711880712,34.5839346,5.3872054,14.959115,17.9122182680902,82.0877817319098,1.30486358244365,2.13523131672598,9.37129300118624,87.1886120996441,96.6542750929368,275.092936802974,379.182156133829,728.624535315985,446.096654275093,557.620817843866,884.758364312268,1189.59107806691,869.888475836431,966.542750929368,2044.60966542751,1,0.585516278649007,1,"82"
"3717",360610210001,0,0,691,1254,4.54545454545455,0.318979266347687,13.237639553429,20.0956937799043,16.5869218500797,86.0446570972887,7.25677830940989,0,4.8644338,10.8452951,0,8.39363241678726,91.6063675832127,2.46020260492041,2.46020260492041,9.11722141823444,85.9623733719248,48.4581497797357,35.2422907488987,92.511013215859,193.832599118943,330.396475770925,264.31718061674,370.044052863436,387.665198237885,515.418502202643,264.31718061674,339.20704845815,0,0.119563852784912,0.504237288135593,"60"
"3720",360610210004,1,723,683,1909,10.4766893661603,14.1435306443164,13.5149292823468,22.8915662650602,10.2147721320063,43.4258774227344,51.3357778941854,6.44316396018858,54.635935,0,12.9910948,77.01317715959,22.98682284041,0,4.83162518301611,20.7906295754026,74.3777452415813,38.4615384615385,76.9230769230769,90.6593406593407,181.318681318681,206.043956043956,197.802197802198,432.692307692308,307.692307692308,346.153846153846,412.087912087912,438.186813186813,1,0.424102145150761,1,"83"
"3728",360610212001,0,0,934,1903,9.03836048344719,7.98738833420914,6.51602732527588,13.9253809774041,21.1770888071466,46.6631634261692,43.6153441933789,5.72779821334735,16.6085947,19.3379791,1.7421603,18.5224839400428,81.4775160599572,1.9271948608137,11.5631691648822,7.6017130620985,78.9079229122056,35.7142857142857,53.5714285714286,154.017857142857,223.214285714286,167.410714285714,174.107142857143,390.625,375,482.142857142857,491.071428571429,564.732142857143,0,0.130592690767914,0.504237288135593,"59"
"3730",360610212004,0,0,1291,1663,5.35177390258569,0,0,23.9927841250752,19.4828622970535,84.2453397474444,3.1870114251353,9.32050511124474,6.0733614,3.0066146,2.7059531,10.844306738962,89.155693261038,1.0844306738962,0,1.62664601084431,97.2889233152595,146.067415730337,269.662921348315,471.910112359551,674.157303370787,617.977528089888,1146.06741573034,629.213483146067,1168.5393258427,1516.85393258427,1123.59550561798,2966.29213483146,0,0.133129706317656,0.504237288135593,"59"
"3731",360610213031,0,0,486,1014,0,1.38067061143984,2.66272189349112,20.8086785009862,15.3846153846154,55.818540433925,30.0788954635108,1.18343195266272,27.2189349,26.8244576,6.2130178,63.5802469135803,36.4197530864198,9.87654320987654,7.40740740740741,38.6831275720165,44.0329218106996,390.243902439024,487.80487804878,804.878048780488,1951.21951219512,853.658536585366,878.048780487805,2390.24390243902,3707.31707317073,878.048780487805,2439.0243902439,4560.9756097561,0,0.535347540154978,2.01694915254237,"107"
"3733",360610213033,0,0,793,2060,5.63106796116505,0.776699029126214,10.5339805825243,23.7378640776699,8.88349514563107,38.2038834951456,36.0194174757282,15.2427184466019,22.6699029,5.7281553,22.961165,91.2988650693569,8.70113493064313,0,2.90037831021438,52.7112232030265,44.3883984867591,25.7879656160458,51.5759312320917,94.5558739255014,91.6905444126075,171.919770773639,154.727793696275,340.974212034384,229.226361031519,412.607449856734,229.226361031519,441.260744985673,0,0.0241734645998688,0.504237288135593,"55"
"3735",360610214001,0,0,1023,1701,4.1740152851264,5.99647266313933,1.99882422104644,23.3392122281011,17.636684303351,82.4221046443269,5.23221634332745,7.05467372134039,24.3974133,2.3515579,2.4691358,9.77517106549365,90.2248289345063,1.17302052785924,4.69208211143695,1.46627565982405,92.6686217008798,48.3091787439614,86.9565217391304,101.449275362319,77.2946859903382,120.772946859903,260.869565217391,439.613526570048,425.12077294686,130.434782608696,676.328502415459,743.961352657005,0,0.235844044912536,1.00847457627119,"62"
"3738",360610215002,0,0,1145,3048,8.36614173228346,7.51312335958005,15.0262467191601,10.8595800524934,11.9750656167979,66.2073490813648,23.3595800524934,0.5249343832021,37.3457819,4.4014672,20.24008,20.6113537117904,79.3886462882096,4.0174672489083,11.703056768559,19.5633187772926,64.7161572052402,32.9087048832272,48.8322717622081,101.910828025478,148.619957537155,127.388535031847,171.974522292994,133.757961783439,203.821656050955,305.732484076433,180.467091295117,338.64118895966,0,0.616278809951466,2.01694915254237,"48"
"3746",360610218003,0,0,727,2443,12.5665165779779,2.98812934916087,13.4670487106017,10.3151862464183,7.12239050347933,66.9668440442079,16.7007777322964,2.21039705280393,69.8607007,3.4191642,0,84.3191196698762,15.6808803301238,16.0935350756534,51.0316368638239,25.4470426409904,7.42778541953232,8.46262341325811,39.4922425952045,46.5444287729196,50.7757404795487,42.3131170662905,59.2383638928068,69.1114245416079,146.685472496474,126.939351198872,141.043723554302,201.692524682652,0,0.213842488064941,0.672316384180791,"27"
"3748",360610219003,1,1060,1113,3226,6.10663360198388,10.0433973961562,11.9032858028518,13.8251704897706,10.0433973961562,44.2033477991321,50.7749535027898,8.98946063236206,52.2008679,6.0756355,10.6013639,61.1859838274933,38.8140161725067,0,0,6.91823899371069,93.0817610062893,40.8839779005525,86.1878453038674,159.116022099447,190.055248618785,165.745856353591,179.005524861878,332.596685082873,291.71270718232,288.397790055249,265.193370165746,498.342541436464,1,0.4663390456401,1,"84"
"3749",360610219004,1,212,181,371,5.12129380053908,0,16.1725067385445,3.77358490566038,20.4851752021563,78.9757412398922,21.0242587601078,0,42.8571429,3.5040431,0,15.4696132596685,84.5303867403315,0,0,14.9171270718232,85.0828729281768,101.26582278481,101.26582278481,417.721518987342,556.962025316456,569.620253164557,1063.29113924051,708.860759493671,708.860759493671,1594.93670886076,1265.82278481013,1810.12658227848,1,0.487603130803667,1,"85"
"3761",360610223021,0,0,1548,3426,4.81611208406305,3.26911850554583,8.31873905429072,17.3088149445417,14.7694103911267,21.5119673088149,56.3047285464098,12.5510799766492,36.0478692,7.5014594,12.1716287,15.2454780361757,84.7545219638243,0.710594315245478,3.61757105943152,10.594315245478,84.1085271317829,10.6761565836299,24.9110320284698,21.3523131672598,21.3523131672598,71.1743772241993,53.3807829181495,74.7330960854092,42.7046263345196,96.085409252669,142.348754448399,117.437722419929,0,0.302757044945679,1.00847457627119,"9"
"3765",360610224004,1,878,771,2189,7.49200548195523,8.58839652809502,8.67976244860667,20.7857469164002,8.31429876656007,57.7432617633623,38.5107354956601,3.19780721790772,42.3024212,6.5783463,2.7409776,13.7483787289235,86.2516212710765,5.70687418936446,2.20492866407263,0,92.0881971465629,44.280442804428,99.6309963099631,182.656826568266,250.922509225092,193.726937269373,309.963099630996,271.217712177122,501.845018450184,448.339483394834,571.955719557196,710.332103321033,1,0.492851221448797,1,"86"
"3777",360610228001,0,0,876,1896,7.70042194092827,10.4957805907173,5.37974683544304,13.8713080168776,11.0759493670886,82.2257383966245,4.27215189873418,9.91561181434599,44.3037975,13.3438819,3.6919831,73.4018264840183,26.5981735159817,9.36073059360731,34.5890410958904,29.1095890410959,26.9406392694064,31.3199105145414,89.4854586129754,127.51677852349,187.919463087248,234.89932885906,161.073825503356,219.23937360179,357.941834451902,322.147651006711,402.684563758389,590.604026845638,0,0.193288738270773,0.672316384180791,"99"
"3778",360610228002,0,0,465,1164,5.58419243986254,0,2.4914089347079,18.3848797250859,19.5017182130584,53.0927835051546,30.1546391752577,29.1237113402062,47.766323,11.5979381,19.1580756,29.4623655913978,70.5376344086021,16.3440860215054,20.8602150537634,14.4086021505376,48.3870967741936,117.021276595745,234.042553191489,287.234042553192,638.297872340426,478.723404255319,382.978723404255,670.212765957447,1787.23404255319,1340.42553191489,957.446808510638,1521.27659574468,0,0.51012453352959,2.01694915254237,"8"
"3791",360610232003,1,725,822,1939,3.45538937596699,2.01134605466735,10.366168127901,17.1738009283136,7.5296544610624,62.7127385250129,32.129963898917,5.15729757607014,23.465704,8.9736978,18.9272821,20.9245742092457,79.0754257907543,1.94647201946472,0,16.301703163017,81.7518248175183,55.3745928338762,84.6905537459283,332.247557003257,364.820846905537,276.872964169381,351.791530944625,684.039087947883,781.758957654723,996.742671009772,488.599348534202,501.628664495114,1,0.222168268796449,1,"87"
"3801",360610236003,1,197,283,456,33.1140350877193,4.3859649122807,19.0789473684211,7.89473684210526,0,17.5438596491228,78.9473684210526,0,0,3.9473684,0,92.5795053003534,7.42049469964664,38.1625441696113,42.4028268551237,19.434628975265,0,7.75193798449612,23.2558139534884,34.8837209302326,108.527131782946,38.7596899224806,46.5116279069767,54.2635658914729,186.046511627907,104.651162790698,77.5193798449612,468.992248062016,1,4.01378852691401e-05,1,"88"
"3802",360610236004,0,0,1344,2692,2.5260029717682,1.3001485884101,2.00594353640416,26.7459138187221,30.1263001485884,88.7815750371471,6.87221396731055,7.72659732540862,15.6017831,3.9004458,12.7786033,13.9880952380952,86.0119047619048,3.34821428571429,5.20833333333333,5.13392857142857,86.3095238095238,140.127388535032,433.12101910828,726.114649681529,636.942675159236,1242.03821656051,955.414012738854,1203.82165605096,1477.70700636943,1662.42038216561,1910.82802547771,1821.65605095541,0,0.375531589522843,2.01694915254237,"49"
"3812",360610241003,0,0,537,1301,12.5288239815527,3.53574173712529,0,22.8285933897002,18.293620292083,11.1452728670254,79.0161414296695,4.61183704842429,55.3420446,11.2221368,2.1521906,75.9776536312849,24.0223463687151,1.30353817504655,5.21415270018622,50.4655493482309,43.0167597765363,71.7703349282297,76.555023923445,129.186602870813,210.526315789474,143.540669856459,172.248803827751,267.942583732057,574.162679425837,516.746411483254,239.234449760766,315.789473684211,0,0.17373979412757,0.504237288135593,"26"
"3813",360610242002,0,0,556,1202,4.0765391014975,3.41098169717138,11.7304492512479,27.4542429284526,16.6389351081531,59.234608985025,34.2762063227953,6.4891846921797,38.5191348,6.7387687,0,17.4460431654676,82.5539568345324,1.61870503597122,1.43884892086331,4.31654676258993,92.6258992805755,51.948051948052,60.6060606060606,194.805194805195,277.056277056277,346.320346320346,311.688311688312,606.060606060606,623.376623376623,428.571428571429,562.770562770563,1142.85714285714,0,0.644790305799986,2.01694915254237,"1"
"3814",360610242003,0,0,415,899,9.78865406006674,6.22914349276974,3.33704115684093,8.67630700778643,5.67296996662959,24.3604004449388,44.9388209121246,11.9021134593993,36.6940211,18.6400938,2.9308324,18.0722891566265,81.9277108433735,2.89156626506024,30.3614457831325,12.7710843373494,53.9759036144578,34.4827586206897,91.9540229885057,86.2068965517241,275.862068965517,172.413793103448,172.413793103448,402.298850574713,597.701149425287,206.896551724138,287.35632183908,505.747126436782,0,0.224858186857274,1.00847457627119,"80"
"3823",360610245005,0,0,839,3231,6.0662333642835,4.20922315072733,12.4419684308264,11.5134633240483,6.80903744970597,5.41627978953884,92.0148560817084,1.67130919220056,28.7662338,0.2272727,12.8246753,72.4672228843862,27.5327771156138,0,6.43623361144219,60.3098927294398,33.253873659118,35.4223433242507,76.2942779291553,126.702997275204,141.689373297003,156.675749318801,163.487738419619,257.493188010899,294.277929155313,269.754768392371,258.855585831063,374.659400544959,0,0.0241011570159698,0.504237288135593,"55"
"3825",360610245007,0,0,655,1584,2.65151515151515,1.76767676767677,16.7929292929293,9.78535353535354,16.7929292929293,17.739898989899,71.5277777777778,2.33585858585859,29.3560606,6.8813131,9.1540404,82.4427480916031,17.5572519083969,0,33.7404580152672,66.2595419847328,0,41.6666666666667,101.190476190476,160.714285714286,154.761904761905,178.571428571429,267.857142857143,250,95.2380952380952,241.071428571429,476.190476190476,327.380952380952,0,0.0474906943847507,0.504237288135593,"54"
"3831",360610251001,0,0,323,1289,6.5166795965865,4.26687354538402,4.73235065942591,15.5934833204034,10.9387121799845,19.7051978277735,59.7362296353763,2.94802172226532,46.6722831,10.2780118,12.4684078,73.9938080495356,26.0061919504644,1.54798761609907,11.7647058823529,45.8204334365325,39.6284829721362,110,210,270,340,625,750,910,840,720,850,1045,0,0.180952271289428,0.504237288135593,"5"
"3833",360610253001,0,0,683,3340,8.80239520958084,6.8562874251497,9.94011976047904,15.1796407185629,10.6586826347305,3.8622754491018,92.9041916167665,1.79640718562874,17.6347305,11.1377246,50.9580838,67.9355783308931,32.0644216691069,0,19.9121522693997,80.0878477306003,0,24.5614035087719,39.766081871345,45.6140350877193,116.959064327485,93.5672514619883,119.298245614035,98.2456140350877,159.06432748538,157.894736842105,140.350877192982,205.847953216374,0,0.356802420958168,1.00847457627119,"108"
"3836",360610253004,0,0,632,1655,6.94864048338369,11.2990936555891,3.56495468277946,27.4320241691843,16.5558912386707,5.1963746223565,77.3413897280967,5.55891238670695,43.7462236,0.9667674,17.8247734,76.4240506329114,23.5759493670886,8.54430379746835,0,50,41.4556962025316,44.3213296398892,44.3213296398892,99.7229916897507,99.7229916897507,69.2520775623269,99.7229916897507,213.296398891967,265.927977839335,249.307479224377,193.905817174515,365.650969529086,0,0.0443906975733269,0.504237288135593,"98"
"3847",360610259002,0,0,715,1633,9.49173300673607,4.28658909981629,6.24617268830374,21.8616044090631,10.4715248009798,55.0520514390692,27.2504592774036,7.04225352112676,32.3331292,13.9620331,8.5731782,27.1328671328671,72.8671328671329,13.2867132867133,31.6083916083916,5.31468531468532,46.7132867132867,36.697247706422,97.8593272171254,211.009174311927,134.556574923547,183.48623853211,238.532110091743,214.067278287462,220.183486238532,385.321100917431,214.067278287462,437.308868501529,0,0.211170116218344,0.504237288135593,"42"
"3852",360610261007,0,0,645,2323,4.90744726646578,6.19888075764098,14.1627206198881,17.3913043478261,11.2785191562635,0.344382264313388,86.6551872578562,8.86784330606974,40.0784998,11.1644134,2.0933275,85.7364341085271,14.2635658914729,11.3178294573643,28.062015503876,48.9922480620155,11.6279069767442,28.9608177172061,44.2930153321976,102.21465076661,156.729131175468,93.6967632027257,51.1073253833049,238.500851788756,136.286201022147,291.311754684838,85.1788756388416,281.090289608177,0,0.0210531292769694,0.504237288135593,"106"
"3853",360610263001,0,0,902,2746,4.11507647487254,9.24981791697014,6.88273852876912,15.7319737800437,8.37581937363438,5.46249089584851,88.7472687545521,2.11216314639476,48.3612527,15.9504734,0,42.7937915742794,57.2062084257206,3.10421286031042,1.21951219512195,34.7006651884701,60.9756097560976,35.9712230215827,57.5539568345324,107.913669064748,115.107913669065,125.89928057554,215.827338129496,188.848920863309,316.546762589928,372.302158273381,215.827338129496,593.525179856115,0,0.26707445074541,1.00847457627119,"75"
"3859",360610265002,0,0,745,1426,2.31416549789621,5.96072931276297,5.11921458625526,14.586255259467,21.3884992987377,5.25946704067321,61.9915848527349,2.38429172510519,46.7040673,3.2258065,0,84.4295302013423,15.5704697986577,1.47651006711409,5.63758389261745,76.1073825503356,16.7785234899329,62.82722513089,167.539267015707,157.068062827225,251.30890052356,732.984293193717,628.272251308901,623.03664921466,1047.12041884817,565.44502617801,418.848167539267,633.507853403141,0,0.0240440993288904,0.504237288135593,"55"
"3898",360610285001,0,0,972,2322,6.76141257536606,6.54608096468562,12.3600344530577,18.260120585702,14.1688199827735,2.32558139534884,90.3100775193798,4.56503014642549,36.3049096,11.3264427,16.9681309,92.2839506172839,7.71604938271605,0,25,60.59670781893,14.40329218107,21.8120805369128,33.5570469798658,75.503355704698,73.8255033557047,125.838926174497,130.872483221477,293.624161073826,214.765100671141,362.41610738255,117.44966442953,332.214765100671,0,0.113887664475273,0.504237288135593,"91"
"3906",360610291002,0,0,286,1007,0,2.68123138033764,1.88679245283019,25.3227408142999,14.3992055610725,2.8798411122145,89.3743793445879,0,36.9414101,1.8867925,0,67.4825174825175,32.5174825174825,0,3.84615384615385,88.8111888111888,7.34265734265734,152.173913043478,521.739130434783,456.521739130435,956.521739130435,978.260869565217,521.739130434783,1978.26086956522,2434.78260869565,1173.91304347826,1304.34782608696,1913.04347826087,0,0.040245885828878,0.504237288135593,"24"
"3914",360610293003,0,0,701,2239,10.4064314426083,0.625279142474319,16.9271996426976,13.0861991960697,11.746315319339,3.84100044662796,88.164359088879,3.30504689593569,41.581063,7.9053149,13.6668155,56.6333808844508,43.3666191155492,0,22.1112696148359,52.0684736091298,25.8202567760342,33.5463258785942,38.3386581469649,62.3003194888179,134.185303514377,87.8594249201278,162.939297124601,212.460063897764,191.693290734824,143.769968051118,143.769968051118,298.722044728435,0,0.33223647814676,1.00847457627119,"11"
"3923",360610303001,0,0,490,1568,16.1352040816327,9.11989795918367,5.93112244897959,10.4591836734694,8.86479591836735,2.86989795918367,81.5688775510204,1.97704081632653,52.0408163,7.4617347,7.0153061,87.9591836734694,12.0408163265306,0,15.9183673469388,62.0408163265306,22.0408163265306,40.8997955010225,28.6298568507157,42.9447852760736,114.519427402863,71.5746421267894,110.429447852761,143.149284253579,196.319018404908,128.834355828221,143.149284253579,292.433537832311,0,0.073181567891344,0.504237288135593,"68"
"3929",360610309001,0,0,1539,3777,5.90415673815197,9.92851469420175,17.2623775483188,10.9081281440297,14.4823934339423,32.777336510458,64.8662960021181,2.38284352660842,50.2546234,8.2819619,3.9935674,15.1397011046134,84.8602988953866,4.1585445094217,7.92722547108512,4.41845354126056,83.4957764782326,0,1.6,0,0,0,0,0,0,0,0,0,0,0.683437486328392,2.01694915254237,"103"
"3972",360810025001,1,540,568,1016,1.18110236220472,1.47637795275591,5.51181102362205,33.759842519685,19.2913385826772,48.5236220472441,24.2125984251968,31.496062992126,43.503937,6.6929134,6.7913386,88.9084507042253,11.0915492957746,4.75352112676056,5.1056338028169,83.8028169014084,6.33802816901408,277.10843373494,216.867469879518,433.734939759036,867.469879518072,963.855421686747,1084.33734939759,843.373493975904,2506.02409638554,1734.93975903614,1445.78313253012,3180.72289156626,1,0.33882120407597,1,"89"
"3973",360810025002,1,462,464,1373,10.924981791697,20.2476329206118,12.9643117261471,12.8914785142025,8.59431900946832,65.98689002185,27.6766205389658,6.33648943918427,43.6999272,6.5549891,3.3503277,76.9396551724138,23.0603448275862,2.58620689655172,15.0862068965517,64.8706896551724,17.4568965517241,33.003300330033,42.9042904290429,49.5049504950495,112.211221122112,123.762376237624,108.910891089109,277.227722772277,118.811881188119,207.920792079208,165.016501650165,163.366336633663,1,0.128788745715194,1,"90"
"3974",360810025003,1,540,612,984,1.72764227642276,5.48780487804878,7.21544715447155,30.8943089430894,29.369918699187,9.45121951219512,65.3455284552846,32.1138211382114,46.6463415,11.2804878,3.7601626,75.3267973856209,24.6732026143791,5.71895424836601,2.61437908496732,72.5490196078431,19.1176470588235,70.4225352112676,183.098591549296,528.169014084507,676.056338028169,598.591549295775,802.816901408451,690.140845070423,901.408450704225,823.943661971831,915.492957746479,1394.3661971831,1,0.113205492475119,1,"91"
"3975",360810025004,1,528,508,922,1.62689804772234,3.36225596529284,9.6529284164859,19.1973969631236,12.472885032538,36.5509761388286,58.0260303687636,5.42299349240781,47.1800434,19.6312364,3.7960954,84.8425196850394,15.1574803149606,4.7244094488189,6.10236220472441,76.9685039370079,12.2047244094488,192.592592592593,266.666666666667,222.222222222222,237.037037037037,555.555555555556,844.444444444444,1140.74074074074,770.37037037037,1466.66666666667,666.666666666667,1385.18518518518,1,0.264607945243122,1,"92"
"3976",360810025005,1,464,578,1115,5.91928251121076,1.61434977578475,3.76681614349776,22.780269058296,13.2735426008969,56.7713004484305,31.8385650224215,11.390134529148,52.1076233,14.7982063,16.5919283,92.3875432525952,7.61245674740484,2.42214532871972,5.36332179930796,83.5640138408305,8.65051903114187,79.3650793650794,206.349206349206,500,603.174603174603,753.968253968254,523.809523809524,1055.55555555556,761.904761904762,785.714285714286,1031.74603174603,1920.63492063492,1,0.493155249665297,1,"93"
"3977",360810025006,1,611,654,1182,5.75296108291032,1.35363790186125,7.27580372250423,14.1285956006768,13.1133671742809,27.6649746192893,56.7681895093063,10.1522842639594,49.323181,3.21489,0,91.8960244648318,8.1039755351682,12.3853211009174,2.29357798165138,80.5810397553517,4.74006116207951,152.941176470588,200,405.882352941176,705.882352941176,794.117647058824,529.411764705882,905.882352941176,988.235294117647,1217.64705882353,1764.70588235294,1941.17647058824,1,0.0108872307225376,1,"94"
"4003",360810043001,1,1009,1054,2358,6.70059372349449,9.37234944868533,9.28753180661578,24.8091603053435,10.1357082273113,31.6793893129771,55.0042408821035,15.6064461407973,35.1891203,9.6472588,5.7798555,24.9525616698292,75.0474383301708,6.16698292220114,0.94876660341556,72.2011385199241,20.6831119544592,61.8729096989967,76.9230769230769,170.56856187291,193.979933110368,292.642140468227,421.404682274247,503.344481605351,668.896321070234,571.90635451505,668.896321070234,662.207357859532,1,0.183358215607177,1,"95"
"4011",360810047002,1,1155,1133,2290,2.70742358078603,8.42794759825328,9.56331877729258,17.117903930131,19.0829694323144,41.2663755458515,45.5021834061135,6.50655021834061,33.7117904,7.3799127,12.3144105,23.5657546337158,76.4342453662842,5.38393645189762,1.85348631950574,72.1977052074139,20.5648720211827,90.7172995780591,168.776371308017,316.455696202532,430.379746835443,453.586497890295,392.405063291139,649.789029535865,691.983122362869,778.481012658228,907.172995780591,672.995780590717,1,0.200409671978206,1,"96"
"4081",360810087001,1,480,402,1060,12.7358490566038,6.69811320754717,5.18867924528302,21.2264150943396,7.73584905660377,58.4905660377358,35.5660377358491,3.11320754716981,29.4339623,20.2830189,0,39.0547263681592,60.9452736318408,0,0,77.363184079602,22.636815920398,95.7854406130268,168.582375478927,390.804597701149,413.793103448276,459.770114942529,436.781609195402,482.758620689655,1072.7969348659,758.620689655172,689.655172413793,969.348659003831,1,0.295935832393847,1,"97"
"4085",360810091001,0,0,738,1084,0.830258302583026,2.2140221402214,2.2140221402214,31.1808118081181,26.9372693726937,10.9778597785978,31.0885608856089,4.98154981549815,13.7453875,6.1808118,1.5682657,10.2981029810298,89.7018970189702,15.0406504065041,0,10.0271002710027,74.9322493224932,157.894736842105,526.315789473684,578.947368421053,561.40350877193,614.035087719298,1052.63157894737,1473.68421052632,421.052631578947,789.473684210526,2280.70175438596,2122.80701754386,0,0.00388382155024945,0.504237288135593,"35"
"4220",360810163002,1,379,366,776,6.18556701030928,3.8659793814433,7.7319587628866,26.8041237113402,32.7319587628866,46.6494845360825,40.8505154639175,8.24742268041237,35.1804124,8.6340206,4.8969072,75.1366120218579,24.8633879781421,14.4808743169399,6.28415300546448,70.7650273224044,8.46994535519126,86.9565217391304,202.898550724638,217.391304347826,231.884057971014,543.478260869565,260.869565217391,405.797101449275,637.68115942029,782.608695652174,797.101449275362,637.68115942029,1,0.0436735012813943,1,"98"
"4221",360810163003,1,976,1056,2108,4.7438330170778,2.60910815939279,6.87855787476281,20.4933586337761,23.5294117647059,21.5370018975332,64.9430740037951,9.96204933586338,31.2144213,16.0815939,10.3889943,75.2840909090909,24.7159090909091,4.16666666666667,25.2840909090909,68.844696969697,1.70454545454545,153.333333333333,240,470,653.333333333333,666.666666666667,820,653.333333333333,1066.66666666667,960,933.333333333333,1576.66666666667,1,0.210195134642288,1,"99"
"4334",360810254004,1,284,346,902,11.9733924611973,3.99113082039911,15.5210643015521,17.7383592017738,6.5410199556541,59.9778270509978,22.7272727272727,17.2949002217295,35.5875831,18.7361419,1.6629712,32.6589595375723,67.3410404624277,37.8612716763006,40.4624277456647,12.7167630057803,8.95953757225434,59.8591549295775,77.4647887323944,200.704225352113,154.929577464789,264.084507042254,232.394366197183,542.253521126761,422.535211267606,285.211267605634,598.591549295775,619.718309859155,1,0.0416823888368924,1,"100"
"4460",360810334022,0,0,892,1378,6.38606676342525,1.81422351233672,4.86211901306241,26.77793904209,29.4629898403483,94.7750362844702,5.22496371552975,0,13.3526851,0,7.1843251,2.46636771300448,97.5336322869955,6.05381165919283,0,0,93.9461883408072,72.2222222222222,211.111111111111,183.333333333333,400,388.888888888889,566.666666666667,816.666666666667,755.555555555556,750,722.222222222222,855.555555555556,0,0.217637529759141,0.672316384180791,"20"
"4461",360810334023,0,0,1256,2522,3.25138778747026,6.81998413957177,5.11498810467883,29.3814432989691,19.310071371927,90.8009516256939,7.09754163362411,0,5.1546392,0.9119746,0,0,100,1.8312101910828,3.26433121019108,12.7388535031847,82.1656050955414,33.9425587467363,62.6631853785901,109.660574412533,229.76501305483,339.425587467363,313.31592689295,310.704960835509,396.86684073107,281.984334203655,417.7545691906,373.368146214099,0,0.130075301064405,0.504237288135593,"104"
"4462",360810334024,0,0,1401,3142,1.78230426479949,2.38701464035646,10.2164226607257,24.0611075747931,18.2049649904519,88.9560789306174,5.41056651814131,2.03691915977085,12.4124761,6.5563335,1.4003819,5.71020699500357,94.2897930049964,1.85581727337616,1.85581727337616,7.20913633119201,89.0792291220557,48.6725663716814,79.646017699115,146.017699115044,141.592920353982,265.486725663717,265.486725663717,247.787610619469,495.575221238938,438.053097345133,464.601769911504,559.734513274336,0,0.239699424854318,1.00847457627119,"64"
"4463",360810334025,0,0,1098,2309,4.11433521004764,3.50801212646167,12.1697704634041,16.9337375487224,18.7527067994803,93.3304460805544,6.66955391944565,0,11.5201386,2.9883066,8.531832,6.83060109289618,93.1693989071038,0,9.38069216757741,2.73224043715847,87.8870673952641,39.3873085339169,61.2691466083151,144.420131291028,183.807439824945,218.818380743982,341.356673960613,245.07658643326,490.153172866521,374.17943107221,590.809628008753,361.050328227571,0,0.290109540287088,1.00847457627119,"61"
"4480",360810357003,0,0,479,1543,0.583279325988334,2.46273493195075,1.94426441996111,22.4238496435515,41.801685029164,37.3298768632534,27.8677900194426,5.83279325988334,27.8854254,2.274642,3.2855939,22.964509394572,77.035490605428,59.4989561586639,4.17536534446764,0,36.3256784968685,272.727272727273,831.168831168831,935.064935064935,1090.90909090909,1428.57142857143,1246.75324675325,2454.54545454545,3116.88311688312,3740.25974025974,3116.88311688312,2142.85714285714,0,4.01620775829093e-05,0.504237288135593,"88"
"4565",360810446011,0,0,566,1631,9.93255671367259,6.31514408338443,4.9662783568363,24.5861434702636,13.6725935009197,28.755364806867,50.3985285101165,20.4782342121398,23.5558408,1.732991,2.9525032,27.5618374558304,72.4381625441696,1.41342756183746,3.35689045936396,15.7243816254417,79.5053003533569,95.3757225433526,86.7052023121387,294.797687861272,265.895953757225,433.526011560694,572.254335260116,505.780346820809,554.913294797688,546.242774566474,751.445086705202,953.757225433526,0,0.0616142869343425,0.504237288135593,"6"
"4577",360810455003,0,0,1168,4472,13.953488372093,7.5134168157424,13.953488372093,15.8542039355993,7.26744186046512,66.1896243291592,25.3801431127013,6.26118067978533,10.6663685,4.539356,4.0250447,24.7431506849315,75.2568493150685,1.45547945205479,0,1.45547945205479,97.0890410958904,14.520202020202,34.0909090909091,24.6212121212121,50.5050505050505,72.6010101010101,75.7575757575758,83.9646464646465,146.464646464646,153.409090909091,195.707070707071,173.611111111111,0,0.0487483326751688,0.504237288135593,"54"
"4578",360810455004,0,0,867,2224,4.31654676258993,2.24820143884892,11.2410071942446,27.5179856115108,14.2985611510791,64.7482014388489,24.955035971223,0,11.3758993,0,18.6600719,5.76701268742791,94.2329873125721,0,7.61245674740484,2.19146482122261,90.1960784313726,27.7777777777778,65.6565656565657,53.030303030303,151.515151515152,113.636363636364,181.818181818182,247.474747474747,424.242424242424,295.454545454545,681.818181818182,444.444444444444,0,0.279989698547676,1.00847457627119,"10"
