"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_injury_q1","pct_injury_q2","pct_injury_q3","pct_injury_q4","pct_injury_q5","pct_injury_q6","pct_injury_q7","pct_injury_q8","pct_injury_q9","pct_injury_q10","pct_injury_q11","INT","distance","weights","subclass"
"400",360050223002,0,0,447,1226,2.28384991843393,6.44371941272431,24.9592169657423,10.6851549755302,5.46492659053834,34.8287112561175,59.7063621533442,2.03915171288744,50.8156607,8.1566069,0,68.6800894854586,31.3199105145414,4.92170022371365,0,72.9306487695749,22.1476510067114,36.319612590799,62.953995157385,123.486682808717,135.593220338983,157.384987893462,174.334140435835,220.338983050847,271.186440677966,392.25181598063,435.835351089588,532.687651331719,0,0.152125244537172,0.504237288135593,"74"
"401",360050223003,0,0,598,1766,5.37938844847112,13.9297848244621,8.09739524348811,8.38052095130238,11.4382785956965,25.19818799547,64.722536806342,14.4394110985277,35.9583092,1.7950203,14.418066,62.5418060200669,37.4581939799331,0.668896321070234,0,50.3344481605351,48.9966555183946,24.7933884297521,53.7190082644628,61.9834710743802,115.702479338843,113.636363636364,148.760330578512,245.867768595041,181.818181818182,316.115702479339,289.256198347107,522.727272727273,0,0.0485821305523603,0.504237288135593,"54"
"402",360050223004,0,0,553,1413,3.82165605095541,3.53857041755131,12.0311394196745,21.7975937721161,10.757254069356,20.7360226468507,73.1776362349611,12.1726822363765,37.3038516,6.0627675,14.5506419,31.2839059674503,68.7160940325497,4.70162748643761,8.67992766726944,61.4828209764919,25.1356238698011,62.043795620438,80.2919708029197,240.875912408759,262.773722627737,255.474452554745,284.671532846715,562.043795620438,554.744525547445,394.160583941606,656.934306569343,722.627737226277,0,0.321951159095698,1.00847457627119,"89"
"425",360050229011,0,0,458,1027,12.7555988315482,2.62901655306719,18.9873417721519,17.332035053554,3.70009737098345,13.7293086660175,64.0701071080818,33.1061343719572,42.0642648,22.5900682,0,67.2489082969432,32.7510917030568,11.5720524017467,0,39.0829694323144,49.3449781659389,31.1614730878187,16.9971671388102,118.980169971671,101.983002832861,84.985835694051,84.985835694051,257.790368271955,294.617563739377,382.436260623229,368.271954674221,405.099150141643,0,0.0471213038442203,0.504237288135593,"29"
"440",360050233013,0,0,480,1344,6.17559523809524,12.4255952380952,16.2946428571429,23.5119047619048,3.79464285714286,28.422619047619,71.2797619047619,0.297619047619048,66.6666667,2.2019742,0,80.8333333333333,19.1666666666667,19.375,10.2083333333333,45.4166666666667,25,17.0575692963753,34.1151385927505,70.362473347548,102.345415778252,53.3049040511727,76.7590618336887,119.402985074627,187.633262260128,172.7078891258,149.253731343284,281.449893390192,0,0.1123812179383,0.504237288135593,"91"
"441",360050233014,0,0,349,910,0,0,16.043956043956,17.032967032967,3.84615384615385,16.4835164835165,83.5164835164835,0,49.6703297,4.5054945,28.7912088,82.8080229226361,17.1919770773639,0,0,57.8796561604584,42.1203438395415,13.6986301369863,54.7945205479452,102.739726027397,164.383561643836,68.4931506849315,205.479452054795,239.72602739726,493.150684931507,308.219178082192,479.452054794521,678.082191780822,0,0.417319701497542,2.01694915254237,"58"
"447",360050235021,0,0,696,2095,6.87350835322196,7.7326968973747,12.1241050119332,16.0381861575179,12.1718377088305,13.9379474940334,82.291169451074,0,51.6658124,4.2542286,16.1455664,78.3045977011494,21.6954022988506,9.48275862068965,5.89080459770115,28.0172413793103,56.6091954022989,42.8571428571429,64.2857142857143,96.4285714285714,185.714285714286,98.2142857142857,257.142857142857,200,142.857142857143,369.642857142857,196.428571428571,510.714285714286,0,0.153977855396495,0.504237288135593,"40"
"457",360050237041,0,0,312,721,12.3439667128988,11.2343966712899,5.13176144244105,14.8404993065187,12.8987517337032,36.8932038834951,58.9459084604716,4.16088765603329,56.0332871,2.9126214,0,46.1538461538462,53.8461538461538,0,0,59.6153846153846,40.3846153846154,24.1545893719807,57.9710144927536,173.913043478261,173.913043478261,120.772946859903,173.913043478261,338.164251207729,270.531400966184,478.260869565217,579.710144927536,371.980676328502,0,0.189038484923073,0.504237288135593,"42"
"466",360050239004,0,0,581,1923,7.28029121164847,10.4524180967239,19.8647945917837,20.3328133125325,4.88819552782111,9.77639105564223,88.0915236609464,2.13208528341134,71.0084034,5.7773109,2.9411765,75.9036144578313,24.0963855421687,17.5559380378657,5.33562822719449,50.9466437177281,26.1617900172117,13.8312586445367,38.7275242047026,58.0912863070539,105.117565698479,76.0719225449516,141.078838174274,174.273858921162,254.495159059474,199.170124481328,304.287690179806,213.001383125864,0,0.199159912058177,0.504237288135593,"96"
"468",360050239006,0,0,414,1156,5.01730103806228,2.68166089965398,18.4256055363322,5.62283737024221,7.78546712802768,17.560553633218,80.5363321799308,0,34.5155709,6.7474048,7.4394464,78.0193236714976,21.9806763285024,2.65700483091787,8.93719806763285,54.5893719806763,33.8164251207729,26.4900662251656,33.112582781457,188.741721854305,119.205298013245,215.23178807947,258.278145695364,347.682119205298,476.82119205298,238.41059602649,231.788079470199,582.781456953642,0,0.0443619148839651,0.504237288135593,"98"
"485",360050245022,0,0,152,484,10.7438016528926,0,10.1239669421488,24.7933884297521,14.4628099173554,22.5206611570248,77.4793388429752,0,55.5785124,9.0909091,0,92.7631578947368,7.23684210526316,0,0,34.8684210526316,65.1315789473684,49.5049504950495,39.6039603960396,237.623762376238,118.811881188119,148.514851485149,297.029702970297,277.227722772277,712.871287128713,623.762376237624,891.089108910891,653.465346534653,0,0.159726924203237,0.504237288135593,"32"
"490",360050247002,0,0,466,1273,3.53495679497251,7.46268656716418,21.6025137470542,16.496465043205,7.06991358994501,66.8499607227023,32.6001571091909,0.392772977219167,19.7957581,7.8554595,10.683425,38.1974248927039,61.8025751072961,9.2274678111588,1.07296137339056,19.7424892703863,69.9570815450644,21.6867469879518,43.3734939759036,72.289156626506,86.7469879518072,156.626506024096,173.493975903614,118.072289156626,231.325301204819,260.240963855422,96.3855421686747,477.10843373494,0,0.150655367049978,0.504237288135593,"53"
"518",360050263001,0,0,488,1060,12.0754716981132,8.30188679245283,11.6981132075472,15.0943396226415,6.69811320754717,1.69811320754717,88.4905660377358,0,43.490566,15.9433962,19.245283,85.0409836065574,14.9590163934426,11.2704918032787,22.7459016393443,49.3852459016393,16.5983606557377,38.2352941176471,64.7058823529412,97.0588235294118,164.705882352941,205.882352941176,123.529411764706,247.058823529412,352.941176470588,185.294117647059,117.647058823529,420.588235294118,0,0.149132169552507,0.504237288135593,"74"
"530",360050265004,0,0,368,1057,15.7048249763482,6.71712393566698,22.6111636707663,16.4616840113529,1.70293282876064,3.2166508987701,81.8353831598865,17.0293282876064,51.0879849,0,25.2601703,82.3369565217391,17.6630434782609,9.23913043478261,7.8804347826087,23.0978260869565,59.7826086956522,18.9075630252101,33.6134453781513,56.7226890756302,134.453781512605,52.5210084033613,75.6302521008403,132.352941176471,151.260504201681,226.890756302521,63.0252100840336,415.966386554622,0,0.155519129047148,0.504237288135593,"53"
"569",360050279006,0,0,518,1243,12.1480289621883,10.0563153660499,9.25181013676589,12.0675784392599,4.42477876106195,31.2148028962188,51.407884151247,7.16009654062751,19.7908286,0,10.0563154,38.2239382239382,61.7760617760618,5.40540540540541,0,25.6756756756757,68.9189189189189,25.5754475703325,10.230179028133,53.7084398976982,102.30179028133,115.089514066496,138.107416879795,214.833759590793,204.60358056266,207.161125319693,255.754475703325,196.93094629156,0,0.0107161081861827,0.504237288135593,"94"
"582",360050287002,0,0,253,299,4.0133779264214,0,0,0,18.7290969899666,9.03010033444816,65.2173913043478,0,10.0334448,3.0100334,7.0234114,50.9881422924901,49.0118577075099,0,3.55731225296443,26.8774703557312,69.5652173913043,333.333333333333,1000,1750,1000,2500,3000,2333.33333333333,4666.66666666667,2250,5000,9166.66666666667,0,0.213972998862295,0.672316384180791,"87"
"608",360050300003,0,0,237,412,0,0,0,14.3203883495146,18.2038834951456,24.0291262135922,29.6116504854369,2.9126213592233,8.9805825,0,0,45.9915611814346,54.0084388185654,28.2700421940928,5.06329113924051,59.4936708860759,7.17299578059072,0,0,0,0,0,0,0,0,0,0,0,0,4.0147254340565e-05,0.504237288135593,"88"
"614",360050302001,0,0,377,653,0,0,6.89127105666156,23.7366003062787,42.2664624808576,69.218989280245,13.4762633996937,0,11.6385911,0,0,0,100,11.9363395225464,0,15.3846153846154,72.6790450928382,111.111111111111,577.777777777778,466.666666666667,533.333333333333,555.555555555556,1466.66666666667,1088.88888888889,888.888888888889,400,1777.77777777778,733.333333333333,0,0.0462539225748913,0.504237288135593,"29"
"618",360050302006,0,0,208,332,0,0,23.7951807228916,43.6746987951807,9.63855421686747,87.9518072289157,5.42168674698795,0,34.0361446,0,0,22.1153846153846,77.8846153846154,22.1153846153846,0,10.5769230769231,67.3076923076923,75.9493670886076,177.215189873418,265.822784810127,455.696202531646,443.037974683544,835.443037974684,708.860759493671,607.594936708861,683.544303797468,759.493670886076,835.443037974684,0,0.268786131757173,1.00847457627119,"75"
"642",360050324001,1,815,750,1648,5.21844660194175,6.00728155339806,12.621359223301,18.3252427184466,18.9927184466019,24.6359223300971,71.1165048543689,3.21601941747573,44.8645243,11.5311909,6.805293,39.0666666666667,60.9333333333333,10.8,1.86666666666667,78.5333333333333,8.8,61.0687022900763,122.137404580153,183.206106870229,315.521628498728,343.511450381679,427.480916030534,391.857506361323,386.76844783715,549.618320610687,687.022900763359,475.826972010178,1,0.244692087233678,1,"110"
"659",360050332024,0,0,229,1051,10.6565176022835,1.52235965746908,6.75547098001903,20.0761179828735,45.0999048525214,45.9562321598478,45.4804947668887,0,52.3478261,12.173913,1.3913043,48.471615720524,51.528384279476,0,9.60698689956332,34.4978165938865,55.8951965065502,50.251256281407,110.552763819095,150.753768844221,201.005025125628,226.130653266332,301.507537688442,422.110552763819,482.412060301507,271.356783919598,502.51256281407,829.145728643216,0,0.761558896371937,2.01694915254237,"115"
"666",360050336003,1,252,344,785,0,0,14.6496815286624,15.1592356687898,18.9808917197452,36.4331210191083,56.1783439490446,5.22292993630573,42.6751592,11.8471338,10.1910828,46.8023255813954,53.1976744186046,0,5.23255813953488,88.6627906976744,6.1046511627907,130.434782608696,104.347826086957,182.608695652174,452.173913043478,304.347826086957,939.130434782609,304.347826086957,765.217391304348,1017.39130434783,608.695652173913,765.217391304348,1,0.524805715100584,1,"111"
"668",360050336005,0,0,401,959,10.844629822732,8.13347236704901,12.5130344108446,9.80187695516163,16.0583941605839,53.5974973931178,44.7340980187696,0,32.74244,24.2961418,0,57.6059850374065,42.3940149625935,9.72568578553616,35.4114713216958,30.4239401496259,24.4389027431421,29.8013245033113,72.8476821192053,139.072847682119,172.185430463576,132.450331125828,59.6026490066225,254.966887417219,185.430463576159,178.807947019868,198.675496688742,254.966887417219,0,0.221757318907555,1.00847457627119,"62"
"690",360050348002,1,877,1042,3280,6.06707317073171,8.44512195121951,24.5121951219512,8.84146341463415,6.79878048780488,26.859756097561,70.3048780487805,4.81707317073171,37.5,27.9268293,1.8292683,58.4452975047985,41.5547024952015,7.48560460652591,3.6468330134357,17.3704414587332,71.4971209213052,27.34375,40.625,86.71875,78.125,93.75,126.5625,164.0625,218.75,203.90625,218.75,386.71875,1,0.312353462675573,1,"112"
"707",360050359001,0,0,729,2035,3.98034398034398,7.12530712530713,15.1351351351351,17.4938574938575,15.0859950859951,23.8820638820639,74.4963144963145,2.06388206388206,47.2071181,2.669303,8.7988136,31.1385459533608,68.8614540466392,15.6378600823045,8.23045267489712,30.5898491083676,45.5418381344307,35.5805243445693,78.6516853932584,140.449438202247,134.831460674157,187.265917602996,224.719101123595,262.172284644195,359.550561797753,387.640449438202,411.985018726592,556.179775280899,0,0.225352083709436,1.00847457627119,"64"
"711",360050361001,0,0,392,805,4.96894409937888,8.81987577639751,10.5590062111801,29.9378881987578,15.2795031055901,48.944099378882,51.055900621118,0,15.1552795,23.8509317,14.0372671,3.57142857142857,96.4285714285714,7.6530612244898,5.86734693877551,13.7755102040816,72.7040816326531,81.6326530612245,112.244897959184,214.285714285714,428.571428571429,306.122448979592,306.122448979592,821.428571428571,448.979591836735,321.428571428571,816.326530612245,673.469387755102,0,0.63617404044047,2.01694915254237,"114"
"712",360050361002,0,0,636,1756,4.38496583143508,4.1002277904328,16.2870159453303,14.1799544419134,11.7881548974943,11.6173120728929,88.3826879271071,0,39.1230068,9.2824601,12.5284738,12.4213836477987,87.5786163522013,11.0062893081761,0,22.0125786163522,66.9811320754717,43.6781609195402,73.5632183908046,110.344827586207,128.735632183908,149.425287356322,262.068965517241,160.919540229885,110.344827586207,289.655172413793,390.804597701149,531.034482758621,0,0.415145067665685,2.01694915254237,"7"
"713",360050361004,0,0,287,1009,14.2715559960357,6.93756194251734,11.1000991080278,12.1902874132805,7.33399405351834,24.5787908820614,75.4212091179385,0,45.3914767,30.9217047,0,54.006968641115,45.993031358885,0,11.1498257839721,69.3379790940767,19.5121951219512,33.7423312883436,73.6196319018405,82.8220858895705,73.6196319018405,122.699386503067,165.644171779141,193.251533742331,147.239263803681,276.073619631902,214.723926380368,236.196319018405,0,0.587351792066736,2.01694915254237,"28"
"714",360050361005,0,0,478,1288,6.05590062111801,3.33850931677019,10.3260869565217,12.5776397515528,13.8198757763975,30.4347826086957,68.555900621118,0.31055900621118,46.2558502,21.3728549,3.276131,1.88284518828452,98.1171548117155,4.18410041841004,1.46443514644351,30.7531380753138,63.5983263598326,66.9291338582677,110.236220472441,224.409448818898,236.220472440945,334.645669291339,425.196850393701,303.149606299213,566.929133858268,673.228346456693,354.330708661417,649.606299212598,0,0.829932108719295,2.01694915254237,"19"
"715",360050363001,0,0,420,1221,27.9279279279279,8.10810810810811,3.84930384930385,7.12530712530713,4.09500409500409,11.0565110565111,83.2104832104832,9.00900900900901,68.1408681,0,13.7592138,16.9047619047619,83.0952380952381,0,0,80,20,26.694045174538,45.1745379876797,166.324435318275,131.416837782341,143.737166324435,110.88295687885,201.232032854209,180.698151950719,203.285420944558,287.474332648871,248.459958932238,0,0.666091289953187,2.01694915254237,"13"
"717",360050363003,0,0,571,1791,9.10106085985483,9.32439977666108,19.2071468453378,9.77107761027359,4.52261306532663,20.9380234505863,79.0619765494137,0,33.0541597,11.6694584,25.2372976,44.8336252189142,55.1663747810858,18.739054290718,18.0385288966725,16.9877408056042,46.2346760070053,20.7715133531157,47.4777448071217,75.6676557863502,112.759643916914,96.4391691394659,133.53115727003,135.014836795252,249.258160237389,213.649851632047,192.878338278932,277.448071216617,0,0.181983721602476,0.504237288135593,"5"
"720",360050363006,0,0,544,1868,11.1884368308351,11.134903640257,16.220556745182,16.8094218415418,3.53319057815846,25.1605995717345,73.6081370449679,0,51.9199567,13.142239,15.6300703,54.0441176470588,45.9558823529412,0,27.2058823529412,20.7720588235294,52.0220588235294,25,58.3333333333333,95.8333333333333,72.2222222222222,138.888888888889,75,155.555555555556,188.888888888889,312.5,277.777777777778,381.944444444444,0,0.823129090860568,2.01694915254237,"117"
"724",360050365011,0,0,576,1338,4.40956651718984,4.11061285500747,13.1539611360239,18.8340807174888,11.6591928251121,45.9641255605381,48.5052316890882,1.79372197309417,56.6165414,1.0526316,7.593985,35.2430555555556,64.7569444444444,21.7013888888889,0,29.3402777777778,48.9583333333333,34.4827586206897,62.0689655172414,186.206896551724,206.896551724138,206.896551724138,227.586206896552,265.51724137931,248.275862068966,372.413793103448,206.896551724138,568.965517241379,0,0.202372601439454,0.504237288135593,"12"
"725",360050365012,0,0,539,1774,8.00450958286359,10.5411499436302,17.2491544532131,17.1927846674183,3.49492671927847,48.2525366403608,50.9582863585118,1.57835400225479,38.951522,12.1758737,6.5952649,21.3358070500928,78.6641929499072,30.4267161410019,5.75139146567718,17.8107606679035,46.0111317254174,37.7952755905512,75.5905511811024,99.2125984251968,132.283464566929,149.606299212598,170.07874015748,297.637795275591,125.984251968504,425.196850393701,236.220472440945,398.425196850394,0,0.0866947223844395,0.504237288135593,"33"
"730",360050367002,0,0,397,1581,12.5237191650854,13.9152435167615,16.9512966476913,14.0417457305503,4.99683744465528,22.0746363061354,75.9645793801392,1.13851992409867,57.1847507,11.6568915,2.0527859,54.1561712846348,45.8438287153652,15.6171284634761,12.5944584382872,52.896725440806,18.8916876574307,24.7813411078717,43.731778425656,61.2244897959184,64.1399416909621,160.349854227405,192.419825072886,224.489795918367,233.236151603499,275.510204081633,218.65889212828,336.734693877551,0,0.236803002918977,1.00847457627119,"80"
"733",360050369011,0,0,494,1512,12.037037037037,11.5079365079365,15.0793650793651,13.6243386243386,5.88624338624339,27.5132275132275,68.1878306878307,4.03439153439153,55.3571429,9.9867725,20.8994709,74.2914979757085,25.7085020242915,10.3238866396761,29.5546558704453,24.2914979757085,35.82995951417,17.1232876712329,68.4931506849315,66.7808219178082,136.986301369863,111.301369863014,133.561643835616,95.8904109589041,164.383561643836,215.753424657534,154.109589041096,226.027397260274,0,0.515585060545054,2.01694915254237,"111"
"734",360050369012,0,0,340,723,4.42600276625173,6.50069156293223,12.8630705394191,10.7883817427386,25.5878284923928,15.6293222683264,84.3706777316736,0,46.1645746,5.2998605,8.7866109,46.4705882352941,53.5294117647059,10.5882352941176,11.7647058823529,42.6470588235294,35,63.953488372093,116.279069767442,244.186046511628,209.302325581395,697.674418604651,279.06976744186,732.558139534884,697.674418604651,1151.16279069767,465.116279069767,831.395348837209,0,0.1841756665225,0.504237288135593,"95"
"735",360050369021,1,281,303,1086,9.66850828729282,9.57642725598527,13.9963167587477,13.6279926335175,5.98526703499079,39.3186003683241,60.6813996316759,0,55.985267,3.4990792,12.8913444,50.8250825082508,49.1749174917492,1.98019801980198,0,21.1221122112211,76.8976897689769,60.9418282548476,99.7229916897507,174.515235457064,243.767313019391,221.606648199446,232.686980609418,504.15512465374,310.249307479224,398.891966759003,277.008310249307,274.238227146814,1,0.556826921656162,1,"113"
"751",360050374003,1,486,417,745,6.30872483221477,6.04026845637584,10.738255033557,29.9328859060403,18.3892617449664,30.2013422818792,66.3087248322148,3.22147651006711,41.3422819,8.3221477,3.7583893,31.6546762589928,68.3453237410072,0,15.8273381294964,23.5011990407674,60.6714628297362,40.6976744186047,116.279069767442,366.279069767442,372.093023255814,377.906976744186,244.186046511628,406.976744186047,372.093023255814,470.93023255814,755.813953488372,1023.25581395349,1,0.657196834481771,1,"114"
"760",360050379002,0,0,392,1284,12.0716510903427,2.64797507788162,24.2990654205607,20.1713395638629,6.85358255451713,47.3520249221184,43.7694704049844,11.214953271028,52.8816199,16.2772586,6.9314642,39.7959183673469,60.2040816326531,7.90816326530612,8.16326530612245,11.2244897959184,72.7040816326531,51.8962075848303,43.9121756487026,131.736526946108,175.64870259481,229.540918163673,167.664670658683,293.413173652695,271.457085828343,323.353293413174,339.321357285429,395.209580838323,0,0.811062587459384,2.01694915254237,"25"
"780",360050383023,0,0,652,1883,9.93096123207647,7.54115772703133,15.6133828996283,16.8879447689857,1.64630908125332,66.4896441848115,33.0855018587361,0,49.2830589,7.0100903,12.3738715,48.9263803680982,51.0736196319018,0,6.74846625766871,2.60736196319018,90.6441717791411,40.1284109149278,48.1540930979133,110.754414125201,166.9341894061,176.565008025682,202.247191011236,280.898876404494,282.504012841091,274.478330658106,288.92455858748,300.16051364366,0,0.741553725102338,2.01694915254237,"2"
"784",360050385004,0,0,803,1920,11.0416666666667,9.0625,13.1770833333333,11.5104166666667,7.23958333333333,25.9375,69.53125,4.89583333333333,52.5984252,9.6587927,3.0971129,41.3449564134496,58.6550435865504,16.0647571606476,10.3362391033624,27.6463262764633,45.9526774595268,71.9874804381847,71.9874804381847,169.014084507042,131.455399061033,312.989045383412,272.300469483568,416.275430359937,400.625978090767,436.619718309859,297.339593114241,550.860719874804,0,0.212882495999877,0.672316384180791,"20"
"794",360050387002,0,0,218,428,0,8.8785046728972,3.50467289719626,17.5233644859813,8.64485981308411,9.11214953271028,59.3457943925234,0,48.1308411,13.317757,12.1495327,85.3211009174312,14.6788990825688,13.302752293578,55.9633027522936,26.1467889908257,4.58715596330275,283.018867924528,415.094339622642,849.056603773585,1132.07547169811,943.396226415094,1245.28301886792,1584.90566037736,2264.15094339623,1018.8679245283,2641.50943396226,2283.01886792453,0,0.126655499697838,0.504237288135593,"90"
"801",360050389004,0,0,438,1256,15.5254777070064,8.75796178343949,15.5254777070064,11.8630573248408,2.54777070063694,24.5222929936306,69.8248407643312,3.18471337579618,55.4936306,0.8757962,10.9872611,66.6666666666667,33.3333333333333,15.5251141552511,26.9406392694064,57.5342465753425,0,24,48,66,104,210,120,336,176,162,220,286,0,0.120606350962001,0.504237288135593,"60"
"805",360050391001,0,0,247,808,14.480198019802,10.8910891089109,17.3267326732673,22.7722772277228,0,13.2425742574257,86.7574257425743,0,40.5940594,6.1881188,22.6485149,27.1255060728745,72.8744939271255,37.246963562753,6.07287449392713,39.2712550607287,17.4089068825911,52.1739130434783,69.5652173913043,113.04347826087,231.884057971014,246.376811594203,278.260869565217,324.63768115942,324.63768115942,417.391304347826,376.811594202899,542.028985507246,0,0.0731687789539573,0.504237288135593,"68"
"809",360050391005,0,0,333,1102,7.44101633393829,11.2522686025408,4.3557168784029,10.8892921960073,1.90562613430127,4.26497277676951,88.2032667876588,4.80943738656987,42.831216,6.3520871,7.168784,55.8558558558559,44.1441441441441,24.6246246246246,57.957957957958,17.4174174174174,0,62.992125984252,78.740157480315,141.732283464567,236.220472440945,118.110236220472,118.110236220472,303.149606299213,220.472440944882,318.897637795276,511.811023622047,649.606299212598,0,0.0212180618164973,0.504237288135593,"106"
"810",360050391006,0,0,382,1134,12.5220458553792,17.1075837742504,17.5485008818342,11.6402116402116,2.99823633156966,2.99823633156966,84.3915343915344,0,74.3386243,0,3.2627866,75.3926701570681,24.6073298429319,31.9371727748691,50.261780104712,17.8010471204188,0,37.3831775700935,44.8598130841121,95.3271028037383,67.2897196261682,74.7663551401869,145.794392523364,170.093457943925,269.158878504673,100.934579439252,130.841121495327,185.046728971963,0,0.0620529543085891,0.504237288135593,"6"
"814",360050393002,0,0,748,2279,8.29311101360246,9.34620447564721,16.6301009214568,14.3483984203598,8.20535322509873,46.3361123299693,52.5230364194822,0,48.1729055,12.9233512,4.3226381,57.620320855615,42.379679144385,16.3101604278075,4.27807486631016,6.55080213903743,72.8609625668449,33.2906530089629,64.0204865556978,103.71318822023,209.987195902689,108.834827144686,184.37900128041,322.663252240717,245.83866837388,265.044814340589,294.49423815621,380.281690140845,0,0.172642519698672,0.504237288135593,"26"
"815",360050393003,0,0,470,1234,7.13128038897893,7.13128038897893,20.097244732577,9.15721231766613,2.83630470016207,8.42787682333874,90.6807131280389,0,39.3030794,10.1296596,20.7455429,37.4468085106383,62.5531914893617,7.4468085106383,6.80851063829787,41.4893617021277,41.063829787234,11.7924528301887,28.3018867924528,99.0566037735849,56.6037735849057,106.132075471698,99.0566037735849,198.11320754717,169.811320754717,360.849056603774,448.11320754717,233.490566037736,0,0.227827280361601,1.00847457627119,"110"
"818",360050393006,0,0,377,1224,10.6209150326797,4.08496732026144,15.1143790849673,10.8660130718954,3.75816993464052,18.8725490196078,76.9607843137255,3.26797385620915,32.6797386,23.5294118,21.1601307,48.2758620689655,51.7241379310345,21.4854111405836,16.1803713527851,6.89655172413793,55.4376657824934,46.5753424657534,120.547945205479,156.164383561644,197.260273972603,246.575342465753,230.13698630137,364.383561643836,416.438356164384,517.808219178082,356.164383561644,663.013698630137,0,0.173572411903709,0.504237288135593,"21"
"819",360050394001,0,0,304,685,0,6.56934306569343,5.25547445255474,25.5474452554745,5.98540145985401,72.8467153284672,23.6496350364963,0,35.620438,4.6715328,14.7445255,46.3815789473684,53.6184210526316,9.21052631578947,0,31.9078947368421,58.8815789473684,111.111111111111,148.148148148148,333.333333333333,493.827160493827,370.37037037037,666.666666666667,864.197530864197,888.888888888889,888.888888888889,864.197530864197,1222.22222222222,0,0.204242588629152,0.672316384180791,"27"
"839",360050399014,0,0,432,1321,3.02800908402725,2.87660862982589,15.2914458743376,21.9530658591976,8.47842543527631,19.6063588190765,65.6320968962907,15.8213474640424,47.9182438,7.1915216,0,69.9074074074074,30.0925925925926,4.16666666666667,29.3981481481481,46.9907407407407,17.5925925925926,42.8571428571429,100,214.285714285714,142.857142857143,196.428571428571,321.428571428571,325,428.571428571429,257.142857142857,214.285714285714,550,0,0.173009692564999,0.504237288135593,"95"
"842",360050399022,0,0,223,732,14.0710382513661,13.2513661202186,19.9453551912568,9.69945355191257,5.46448087431694,33.0601092896175,66.9398907103825,0,75,3.6885246,0,67.7130044843049,32.2869955156951,21.0762331838565,9.41704035874439,38.5650224215247,30.9417040358744,17.3410404624277,34.6820809248555,69.364161849711,69.364161849711,28.9017341040462,104.046242774566,141.618497109827,231.21387283237,208.092485549133,115.606936416185,158.959537572254,0,0.19550118170782,0.504237288135593,"42"
"852",360050403022,0,0,308,802,5.11221945137157,5.36159600997506,21.571072319202,20.3241895261845,18.0798004987531,41.3965087281795,47.0074812967581,12.7182044887781,31.6708229,3.7406484,12.4688279,80.1948051948052,19.8051948051948,9.41558441558442,4.87012987012987,25.6493506493506,52.2727272727273,35.0194552529183,70.0389105058366,198.443579766537,186.770428015564,272.373540856031,186.770428015564,490.272373540856,155.642023346304,245.136186770428,194.552529182879,727.626459143969,0,0.040552691487637,0.504237288135593,"24"
"869",360050405024,0,0,387,1171,11.1016225448335,12.9803586678053,24.5943637916311,6.57557643040137,11.3578138343296,15.5422715627669,84.4577284372331,0,69.000854,16.5670367,0,81.1369509043928,18.8630490956072,5.16795865633075,7.23514211886305,87.5968992248062,0,33.3333333333333,52.6315789473684,115.789473684211,133.333333333333,131.578947368421,200,196.491228070175,196.491228070175,142.105263157895,228.070175438596,270.175438596491,0,0.545249849144009,2.01694915254237,"67"
"877",360050407013,0,0,617,1712,7.24299065420561,9.05373831775701,12.3247663551402,22.6051401869159,4.8481308411215,19.4509345794393,75.5841121495327,2.39485981308411,32.2429907,9.4042056,6.25,82.4959481361426,17.5040518638574,5.02431118314425,0,29.6596434359805,65.3160453808752,32.6530612244898,65.3061224489796,91.8367346938776,171.428571428571,234.69387755102,257.142857142857,214.285714285714,326.530612244898,275.510204081633,183.673469387755,269.387755102041,0,0.0401424169081253,0.504237288135593,"24"
"898",360050413007,0,0,549,1188,13.1313131313131,4.12457912457912,12.2895622895623,28.5353535353535,10.3535353535354,3.61952861952862,68.9393939393939,17.003367003367,59.5706619,1.3416816,0,58.287795992714,41.712204007286,3.64298724954463,3.4608378870674,66.6666666666667,26.2295081967213,28.4900284900285,39.8860398860399,68.3760683760684,148.148148148148,71.2250712250712,68.3760683760684,139.60113960114,250.712250712251,333.333333333333,199.430199430199,344.729344729345,0,0.132408217482607,0.504237288135593,"59"
"913",360050419001,0,0,593,1568,1.97704081632653,13.3928571428571,8.22704081632653,20.7908163265306,13.8392857142857,19.515306122449,69.4515306122449,2.67857142857143,21.8850872,11.5558425,3.0342156,82.9679595278246,17.0320404721754,15.008431703204,13.4907251264755,62.5632377740304,8.93760539629005,40.5405405405405,37.8378378378378,178.378378378378,205.405405405405,135.135135135135,275.675675675676,416.216216216216,367.567567567568,243.243243243243,243.243243243243,535.135135135135,0,0.00381169360278477,0.504237288135593,"35"
"917",360050419005,0,0,274,705,11.063829787234,14.468085106383,13.758865248227,19.5744680851064,3.26241134751773,34.0425531914894,25.531914893617,33.3333333333333,30.0291545,0,29.5918367,39.4160583941606,60.5839416058394,11.6788321167883,14.2335766423358,51.0948905109489,22.992700729927,21.6606498194946,36.101083032491,129.963898916968,202.166064981949,198.5559566787,173.285198555957,202.166064981949,173.285198555957,227.436823104693,108.303249097473,238.26714801444,0,0.0609546115786713,0.504237288135593,"6"
